year,iso3,country,who_region,latitude,longitude,syndrome,confirmed_cases,deaths,recovered,case_fatality_rate,hospitalized,icu_admissions,human_to_human_cases
1993,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,0,0,0,0.0122,0,0,0
1994,ARG,Argentina,AMRO,-34.6,-58.4,HPS,35,9,26,0.2763,32,6,0
1994,CHL,Chile,AMRO,-33.4,-70.6,HPS,0,0,0,0.2843,0,0,0
1994,BRA,Brazil,AMRO,-15.8,-47.9,HPS,0,0,0,0.4212,0,0,0
1994,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,0,0,0,0.278,0,0,0
1994,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,0,0,0,0.3634,0,0,0
1994,URY,Uruguay,AMRO,-34.9,-56.2,HPS,0,0,0,0.2641,0,0,0
1994,PAN,Panama,AMRO,9.0,-79.5,HPS,0,0,0,0.3266,0,0,0
1994,USA,USA,AMRO,38.9,-77.0,HPS,6,2,4,0.3338,5,1,0
1994,CAN,Canada,AMRO,45.4,-75.7,HPS,0,0,0,0.3414,0,0,0
1994,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,0,0,0,0.2378,0,0,0
1994,COL,Colombia,AMRO,4.7,-74.1,HPS,0,0,0,0.2555,0,0,0
1994,CHN,China,WPRO,39.9,116.4,HFRS,5601,118,5483,0.0211,5192,1089,0
1994,KOR,South Korea,WPRO,37.6,127.0,HFRS,275,5,270,0.0198,260,54,0
1994,JPN,Japan,WPRO,35.7,139.7,HFRS,0,0,0,0.0252,0,0,0
1994,TWN,Taiwan,WPRO,25.0,121.5,HFRS,0,0,0,0.029,0,0,0
1994,RUS,Russia,EURO,55.8,37.6,HFRS,4879,171,4708,0.0351,3806,748,0
1994,FIN,Finland,EURO,60.2,24.9,HFRS,819,2,817,0.0034,712,109,0
1994,DEU,Germany,EURO,52.5,13.4,HFRS,0,0,0,0.0017,0,0,0
1994,SWE,Sweden,EURO,59.3,18.1,HFRS,0,0,0,0.0022,0,0,0
1994,BEL,Belgium,EURO,50.8,4.4,HFRS,0,0,0,0.0012,0,0,0
1994,FRA,France,EURO,48.9,2.3,HFRS,0,0,0,0.003,0,0,0
1994,HRV,Croatia,EURO,45.8,16.0,HFRS,0,0,0,0.0297,0,0,0
1994,SVN,Slovenia,EURO,46.1,14.5,HFRS,0,0,0,0.029,0,0,0
1994,GRC,Greece,EURO,37.97,23.73,HFRS,0,0,0,0.0559,0,0,0
1994,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,0,0,0,0.0117,0,0,0
1995,ARG,Argentina,AMRO,-34.6,-58.4,HPS,54,10,44,0.2014,39,12,0
1995,CHL,Chile,AMRO,-33.4,-70.6,HPS,14,4,10,0.3323,12,3,0
1995,BRA,Brazil,AMRO,-15.8,-47.9,HPS,39,13,26,0.3356,30,10,0
1995,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,7,2,5,0.3774,6,1,0
1995,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,4,1,3,0.2788,3,0,0
1995,URY,Uruguay,AMRO,-34.9,-56.2,HPS,4,1,3,0.259,3,0,0
1995,PAN,Panama,AMRO,9.0,-79.5,HPS,13,4,9,0.3254,10,2,0
1995,USA,USA,AMRO,38.9,-77.0,HPS,7,2,5,0.3722,5,0,0
1995,CAN,Canada,AMRO,45.4,-75.7,HPS,2,0,2,0.273,1,0,0
1995,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,1,0,1,0.2555,0,0,0
1995,COL,Colombia,AMRO,4.7,-74.1,HPS,1,0,1,0.395,0,0,0
1995,CHN,China,WPRO,39.9,116.4,HFRS,8615,218,8397,0.0254,7863,1802,0
1995,KOR,South Korea,WPRO,37.6,127.0,HFRS,288,6,282,0.0211,269,87,0
1995,JPN,Japan,WPRO,35.7,139.7,HFRS,12,0,12,0.0119,10,3,0
1995,TWN,Taiwan,WPRO,25.0,121.5,HFRS,5,0,5,0.0255,4,1,0
1995,RUS,Russia,EURO,55.8,37.6,HFRS,10978,341,10637,0.0311,8671,1937,0
1995,FIN,Finland,EURO,60.2,24.9,HFRS,2272,9,2263,0.0042,2082,787,0
1995,DEU,Germany,EURO,52.5,13.4,HFRS,931,2,929,0.0025,837,261,0
1995,SWE,Sweden,EURO,59.3,18.1,HFRS,282,0,282,0.0034,260,60,0
1995,BEL,Belgium,EURO,50.8,4.4,HFRS,98,0,98,0.0012,82,13,0
1995,FRA,France,EURO,48.9,2.3,HFRS,88,0,88,0.0026,67,19,0
1995,HRV,Croatia,EURO,45.8,16.0,HFRS,32,0,32,0.0215,28,6,0
1995,SVN,Slovenia,EURO,46.1,14.5,HFRS,26,0,26,0.0257,23,4,0
1995,GRC,Greece,EURO,37.97,23.73,HFRS,19,0,19,0.0234,13,3,0
1995,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,12,0,12,0.0227,10,3,0
1996,ARG,Argentina,AMRO,-34.6,-58.4,HPS,52,12,40,0.2484,46,10,1
1996,CHL,Chile,AMRO,-33.4,-70.6,HPS,13,3,10,0.2538,12,4,0
1996,BRA,Brazil,AMRO,-15.8,-47.9,HPS,30,9,21,0.326,22,4,0
1996,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,6,2,4,0.3572,5,1,0
1996,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,13,4,9,0.3381,10,3,0
1996,URY,Uruguay,AMRO,-34.9,-56.2,HPS,3,0,3,0.2372,2,0,0
1996,PAN,Panama,AMRO,9.0,-79.5,HPS,4,1,3,0.2674,2,0,0
1996,USA,USA,AMRO,38.9,-77.0,HPS,18,6,12,0.3704,14,2,0
1996,CAN,Canada,AMRO,45.4,-75.7,HPS,2,0,2,0.3116,1,0,0
1996,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,1,0,1,0.2924,0,0,0
1996,COL,Colombia,AMRO,4.7,-74.1,HPS,1,0,1,0.3439,0,0,0
1996,CHN,China,WPRO,39.9,116.4,HFRS,13074,215,12859,0.0165,9382,2914,0
1996,KOR,South Korea,WPRO,37.6,127.0,HFRS,213,4,209,0.0217,199,58,0
1996,JPN,Japan,WPRO,35.7,139.7,HFRS,10,0,10,0.0229,8,2,0
1996,TWN,Taiwan,WPRO,25.0,121.5,HFRS,13,0,13,0.0216,12,4,0
1996,RUS,Russia,EURO,55.8,37.6,HFRS,5818,70,5748,0.0121,4219,652,0
1996,FIN,Finland,EURO,60.2,24.9,HFRS,900,3,897,0.0037,646,148,0
1996,DEU,Germany,EURO,52.5,13.4,HFRS,1278,1,1277,0.0011,1154,254,0
1996,SWE,Sweden,EURO,59.3,18.1,HFRS,130,0,130,0.0031,111,40,0
1996,BEL,Belgium,EURO,50.8,4.4,HFRS,145,0,145,0.0026,111,21,0
1996,FRA,France,EURO,48.9,2.3,HFRS,118,0,118,0.0034,111,28,0
1996,HRV,Croatia,EURO,45.8,16.0,HFRS,59,3,56,0.0511,46,17,0
1996,SVN,Slovenia,EURO,46.1,14.5,HFRS,64,1,63,0.0229,56,18,0
1996,GRC,Greece,EURO,37.97,23.73,HFRS,9,0,9,0.0561,7,2,0
1996,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,9,0,9,0.0279,7,1,0
1997,ARG,Argentina,AMRO,-34.6,-58.4,HPS,80,17,63,0.2137,62,24,3
1997,CHL,Chile,AMRO,-33.4,-70.6,HPS,29,9,20,0.3448,23,5,0
1997,BRA,Brazil,AMRO,-15.8,-47.9,HPS,43,17,26,0.4129,38,13,0
1997,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,3,0,3,0.3242,2,0,0
1997,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,8,2,6,0.362,6,1,0
1997,URY,Uruguay,AMRO,-34.9,-56.2,HPS,2,0,2,0.3142,1,0,0
1997,PAN,Panama,AMRO,9.0,-79.5,HPS,6,2,4,0.3551,4,1,0
1997,USA,USA,AMRO,38.9,-77.0,HPS,17,5,12,0.3081,12,4,0
1997,CAN,Canada,AMRO,45.4,-75.7,HPS,1,0,1,0.2982,0,0,0
1997,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,2,0,2,0.313,1,0,0
1997,COL,Colombia,AMRO,4.7,-74.1,HPS,3,1,2,0.3338,2,0,0
1997,CHN,China,WPRO,39.9,116.4,HFRS,6136,182,5954,0.0297,4312,1152,0
1997,KOR,South Korea,WPRO,37.6,127.0,HFRS,229,2,227,0.0124,167,52,0
1997,JPN,Japan,WPRO,35.7,139.7,HFRS,14,0,14,0.0217,13,3,0
1997,TWN,Taiwan,WPRO,25.0,121.5,HFRS,6,0,6,0.0361,4,1,0
1997,RUS,Russia,EURO,55.8,37.6,HFRS,3928,153,3775,0.0391,2791,1040,0
1997,FIN,Finland,EURO,60.2,24.9,HFRS,1693,8,1685,0.005,1216,350,0
1997,DEU,Germany,EURO,52.5,13.4,HFRS,1408,3,1405,0.0026,1207,390,0
1997,SWE,Sweden,EURO,59.3,18.1,HFRS,218,0,218,0.0029,184,69,0
1997,BEL,Belgium,EURO,50.8,4.4,HFRS,55,0,55,0.0016,51,19,0
1997,FRA,France,EURO,48.9,2.3,HFRS,87,0,87,0.0029,66,13,0
1997,HRV,Croatia,EURO,45.8,16.0,HFRS,66,2,64,0.0341,55,9,0
1997,SVN,Slovenia,EURO,46.1,14.5,HFRS,70,2,68,0.0396,61,17,0
1997,GRC,Greece,EURO,37.97,23.73,HFRS,13,0,13,0.0526,11,2,0
1997,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,16,0,16,0.0265,14,4,0
1998,ARG,Argentina,AMRO,-34.6,-58.4,HPS,66,17,49,0.2627,61,22,0
1998,CHL,Chile,AMRO,-33.4,-70.6,HPS,13,3,10,0.3065,11,4,0
1998,BRA,Brazil,AMRO,-15.8,-47.9,HPS,43,15,28,0.3571,40,14,0
1998,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,10,3,7,0.3203,8,1,0
1998,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,4,1,3,0.3584,3,1,0
1998,URY,Uruguay,AMRO,-34.9,-56.2,HPS,6,1,5,0.2833,5,1,0
1998,PAN,Panama,AMRO,9.0,-79.5,HPS,17,4,13,0.2871,13,2,0
1998,USA,USA,AMRO,38.9,-77.0,HPS,22,7,15,0.3606,16,5,0
1998,CAN,Canada,AMRO,45.4,-75.7,HPS,2,0,2,0.2966,1,0,0
1998,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,1,0,1,0.3158,0,0,0
1998,COL,Colombia,AMRO,4.7,-74.1,HPS,2,0,2,0.3341,1,0,0
1998,CHN,China,WPRO,39.9,116.4,HFRS,6337,70,6267,0.0112,5632,1718,0
1998,KOR,South Korea,WPRO,37.6,127.0,HFRS,566,8,558,0.0143,415,63,0
1998,JPN,Japan,WPRO,35.7,139.7,HFRS,9,0,9,0.0218,7,1,0
1998,TWN,Taiwan,WPRO,25.0,121.5,HFRS,13,0,13,0.0204,10,3,0
1998,RUS,Russia,EURO,55.8,37.6,HFRS,7636,218,7418,0.0287,6991,2708,0
1998,FIN,Finland,EURO,60.2,24.9,HFRS,974,4,970,0.0047,801,171,0
1998,DEU,Germany,EURO,52.5,13.4,HFRS,877,3,874,0.0039,721,167,0
1998,SWE,Sweden,EURO,59.3,18.1,HFRS,264,0,264,0.0017,189,34,0
1998,BEL,Belgium,EURO,50.8,4.4,HFRS,66,0,66,0.0013,48,14,0
1998,FRA,France,EURO,48.9,2.3,HFRS,58,0,58,0.002,53,14,0
1998,HRV,Croatia,EURO,45.8,16.0,HFRS,82,2,80,0.0269,61,9,0
1998,SVN,Slovenia,EURO,46.1,14.5,HFRS,28,0,28,0.0184,20,3,0
1998,GRC,Greece,EURO,37.97,23.73,HFRS,9,0,9,0.0384,6,1,0
1998,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,11,0,11,0.0238,7,2,0
1999,ARG,Argentina,AMRO,-34.6,-58.4,HPS,71,15,56,0.2123,65,24,0
1999,CHL,Chile,AMRO,-33.4,-70.6,HPS,23,8,15,0.3709,20,3,0
1999,BRA,Brazil,AMRO,-15.8,-47.9,HPS,35,13,22,0.3727,29,7,0
1999,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,7,2,5,0.3621,4,0,0
1999,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,12,4,8,0.3632,9,2,0
1999,URY,Uruguay,AMRO,-34.9,-56.2,HPS,2,0,2,0.2671,1,0,0
1999,PAN,Panama,AMRO,9.0,-79.5,HPS,9,2,7,0.3066,6,1,0
1999,USA,USA,AMRO,38.9,-77.0,HPS,10,3,7,0.3327,7,2,0
1999,CAN,Canada,AMRO,45.4,-75.7,HPS,2,0,2,0.3383,1,0,0
1999,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,0,0,0,0.2806,0,0,0
1999,COL,Colombia,AMRO,4.7,-74.1,HPS,2,0,2,0.2691,1,0,0
1999,CHN,China,WPRO,39.9,116.4,HFRS,12432,408,12024,0.0328,9809,3890,0
1999,KOR,South Korea,WPRO,37.6,127.0,HFRS,515,7,508,0.0147,373,70,0
1999,JPN,Japan,WPRO,35.7,139.7,HFRS,8,0,8,0.0132,5,1,0
1999,TWN,Taiwan,WPRO,25.0,121.5,HFRS,5,0,5,0.0369,3,0,0
1999,RUS,Russia,EURO,55.8,37.6,HFRS,7672,302,7370,0.0395,5585,1393,0
1999,FIN,Finland,EURO,60.2,24.9,HFRS,2450,10,2440,0.0045,2215,475,0
1999,DEU,Germany,EURO,52.5,13.4,HFRS,577,1,576,0.003,537,155,0
1999,SWE,Sweden,EURO,59.3,18.1,HFRS,248,0,248,0.0018,221,43,0
1999,BEL,Belgium,EURO,50.8,4.4,HFRS,92,0,92,0.0019,76,16,0
1999,FRA,France,EURO,48.9,2.3,HFRS,51,0,51,0.0028,39,11,0
1999,HRV,Croatia,EURO,45.8,16.0,HFRS,42,1,41,0.0392,34,5,0
1999,SVN,Slovenia,EURO,46.1,14.5,HFRS,37,0,37,0.014,26,10,0
1999,GRC,Greece,EURO,37.97,23.73,HFRS,13,0,13,0.0524,9,2,0
1999,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,14,0,14,0.0219,11,2,0
2000,ARG,Argentina,AMRO,-34.6,-58.4,HPS,54,18,36,0.3394,49,19,0
2000,CHL,Chile,AMRO,-33.4,-70.6,HPS,41,16,25,0.3908,30,4,1
2000,BRA,Brazil,AMRO,-15.8,-47.9,HPS,47,20,27,0.4263,34,11,0
2000,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,5,1,4,0.2745,3,1,0
2000,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,12,3,9,0.3037,9,3,0
2000,URY,Uruguay,AMRO,-34.9,-56.2,HPS,3,0,3,0.3225,2,0,0
2000,PAN,Panama,AMRO,9.0,-79.5,HPS,13,3,10,0.2952,11,3,0
2000,USA,USA,AMRO,38.9,-77.0,HPS,11,4,7,0.39,8,2,0
2000,CAN,Canada,AMRO,45.4,-75.7,HPS,3,0,3,0.3312,2,0,0
2000,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,1,0,1,0.2502,0,0,0
2000,COL,Colombia,AMRO,4.7,-74.1,HPS,3,0,3,0.33,2,0,0
2000,CHN,China,WPRO,39.9,116.4,HFRS,6386,143,6243,0.0225,4866,1634,0
2000,KOR,South Korea,WPRO,37.6,127.0,HFRS,217,4,213,0.0214,193,71,0
2000,JPN,Japan,WPRO,35.7,139.7,HFRS,9,0,9,0.0264,6,2,0
2000,TWN,Taiwan,WPRO,25.0,121.5,HFRS,5,0,5,0.0219,4,0,0
2000,RUS,Russia,EURO,55.8,37.6,HFRS,5847,185,5662,0.0317,5145,1596,0
2000,FIN,Finland,EURO,60.2,24.9,HFRS,1926,6,1920,0.0032,1469,347,0
2000,DEU,Germany,EURO,52.5,13.4,HFRS,588,2,586,0.0037,497,124,0
2000,SWE,Sweden,EURO,59.3,18.1,HFRS,220,0,220,0.0038,162,48,0
2000,BEL,Belgium,EURO,50.8,4.4,HFRS,115,0,115,0.0022,81,29,0
2000,FRA,France,EURO,48.9,2.3,HFRS,136,0,136,0.0027,118,44,0
2000,HRV,Croatia,EURO,45.8,16.0,HFRS,85,2,83,0.0261,71,21,0
2000,SVN,Slovenia,EURO,46.1,14.5,HFRS,42,1,41,0.0321,39,14,0
2000,GRC,Greece,EURO,37.97,23.73,HFRS,16,0,16,0.0245,15,5,0
2000,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,6,0,6,0.0284,5,1,0
2001,ARG,Argentina,AMRO,-34.6,-58.4,HPS,76,19,57,0.2599,54,12,3
2001,CHL,Chile,AMRO,-33.4,-70.6,HPS,15,4,11,0.3,11,3,0
2001,BRA,Brazil,AMRO,-15.8,-47.9,HPS,38,13,25,0.352,33,8,0
2001,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,5,1,4,0.3179,3,0,0
2001,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,11,3,8,0.287,10,2,0
2001,URY,Uruguay,AMRO,-34.9,-56.2,HPS,5,1,4,0.2948,3,0,0
2001,PAN,Panama,AMRO,9.0,-79.5,HPS,9,3,6,0.3942,6,1,0
2001,USA,USA,AMRO,38.9,-77.0,HPS,9,3,6,0.3997,7,2,0
2001,CAN,Canada,AMRO,45.4,-75.7,HPS,1,0,1,0.3475,0,0,0
2001,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,1,0,1,0.2286,0,0,0
2001,COL,Colombia,AMRO,4.7,-74.1,HPS,3,0,3,0.2599,2,0,0
2001,CHN,China,WPRO,39.9,116.4,HFRS,10682,295,10387,0.0276,8547,2477,0
2001,KOR,South Korea,WPRO,37.6,127.0,HFRS,280,3,277,0.0136,256,98,0
2001,JPN,Japan,WPRO,35.7,139.7,HFRS,9,0,9,0.0154,7,1,0
2001,TWN,Taiwan,WPRO,25.0,121.5,HFRS,4,0,4,0.0147,3,0,0
2001,RUS,Russia,EURO,55.8,37.6,HFRS,3870,64,3806,0.0167,2932,932,0
2001,FIN,Finland,EURO,60.2,24.9,HFRS,712,1,711,0.0014,640,124,0
2001,DEU,Germany,EURO,52.5,13.4,HFRS,1078,1,1077,0.0017,781,164,0
2001,SWE,Sweden,EURO,59.3,18.1,HFRS,287,1,286,0.0036,260,64,0
2001,BEL,Belgium,EURO,50.8,4.4,HFRS,136,0,136,0.0014,105,39,0
2001,FRA,France,EURO,48.9,2.3,HFRS,41,0,41,0.0013,30,4,0
2001,HRV,Croatia,EURO,45.8,16.0,HFRS,44,1,43,0.0433,35,13,0
2001,SVN,Slovenia,EURO,46.1,14.5,HFRS,62,1,61,0.0203,47,11,0
2001,GRC,Greece,EURO,37.97,23.73,HFRS,19,0,19,0.0307,16,4,0
2001,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,12,0,12,0.0187,9,3,0
2002,ARG,Argentina,AMRO,-34.6,-58.4,HPS,94,20,74,0.221,86,23,4
2002,CHL,Chile,AMRO,-33.4,-70.6,HPS,48,15,33,0.3138,33,7,1
2002,BRA,Brazil,AMRO,-15.8,-47.9,HPS,55,18,37,0.3387,40,14,0
2002,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,14,4,10,0.3289,10,2,0
2002,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,5,1,4,0.3663,3,0,0
2002,URY,Uruguay,AMRO,-34.9,-56.2,HPS,3,0,3,0.2831,2,0,0
2002,PAN,Panama,AMRO,9.0,-79.5,HPS,10,2,8,0.2516,7,2,0
2002,USA,USA,AMRO,38.9,-77.0,HPS,25,8,17,0.3597,21,6,0
2002,CAN,Canada,AMRO,45.4,-75.7,HPS,1,0,1,0.3689,0,0,0
2002,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,1,0,1,0.207,0,0,0
2002,COL,Colombia,AMRO,4.7,-74.1,HPS,1,0,1,0.3405,0,0,0
2002,CHN,China,WPRO,39.9,116.4,HFRS,7807,189,7618,0.0242,6868,1540,0
2002,KOR,South Korea,WPRO,37.6,127.0,HFRS,494,9,485,0.0195,427,164,0
2002,JPN,Japan,WPRO,35.7,139.7,HFRS,14,0,14,0.0143,9,1,0
2002,TWN,Taiwan,WPRO,25.0,121.5,HFRS,10,0,10,0.0115,8,2,0
2002,RUS,Russia,EURO,55.8,37.6,HFRS,6668,220,6448,0.0331,4845,817,0
2002,FIN,Finland,EURO,60.2,24.9,HFRS,1935,5,1930,0.003,1687,436,0
2002,DEU,Germany,EURO,52.5,13.4,HFRS,656,2,654,0.0035,590,190,0
2002,SWE,Sweden,EURO,59.3,18.1,HFRS,170,0,170,0.0028,134,23,0
2002,BEL,Belgium,EURO,50.8,4.4,HFRS,169,0,169,0.0013,158,41,0
2002,FRA,France,EURO,48.9,2.3,HFRS,59,0,59,0.0026,54,17,0
2002,HRV,Croatia,EURO,45.8,16.0,HFRS,92,4,88,0.0464,80,28,0
2002,SVN,Slovenia,EURO,46.1,14.5,HFRS,32,0,32,0.0247,24,9,0
2002,GRC,Greece,EURO,37.97,23.73,HFRS,25,0,25,0.0216,21,8,0
2002,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,7,0,7,0.0214,6,0,0
2003,ARG,Argentina,AMRO,-34.6,-58.4,HPS,92,22,70,0.2446,85,33,4
2003,CHL,Chile,AMRO,-33.4,-70.6,HPS,36,13,23,0.3793,32,7,1
2003,BRA,Brazil,AMRO,-15.8,-47.9,HPS,24,9,15,0.3894,18,3,0
2003,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,4,1,3,0.3544,3,0,0
2003,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,6,1,5,0.2704,5,1,0
2003,URY,Uruguay,AMRO,-34.9,-56.2,HPS,4,1,3,0.2939,3,0,0
2003,PAN,Panama,AMRO,9.0,-79.5,HPS,11,2,9,0.2537,10,1,0
2003,USA,USA,AMRO,38.9,-77.0,HPS,27,9,18,0.3529,25,8,0
2003,CAN,Canada,AMRO,45.4,-75.7,HPS,4,1,3,0.2956,3,0,0
2003,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,1,0,1,0.2941,0,0,0
2003,COL,Colombia,AMRO,4.7,-74.1,HPS,4,1,3,0.3127,3,1,0
2003,CHN,China,WPRO,39.9,116.4,HFRS,7131,102,7029,0.0144,5623,1247,0
2003,KOR,South Korea,WPRO,37.6,127.0,HFRS,354,5,349,0.0147,251,38,0
2003,JPN,Japan,WPRO,35.7,139.7,HFRS,17,0,17,0.0186,13,4,0
2003,TWN,Taiwan,WPRO,25.0,121.5,HFRS,6,0,6,0.0385,5,0,0
2003,RUS,Russia,EURO,55.8,37.6,HFRS,7341,267,7074,0.0364,6872,1833,0
2003,FIN,Finland,EURO,60.2,24.9,HFRS,1712,2,1710,0.0017,1622,337,0
2003,DEU,Germany,EURO,52.5,13.4,HFRS,1380,4,1376,0.0029,1175,326,0
2003,SWE,Sweden,EURO,59.3,18.1,HFRS,159,0,159,0.0015,120,23,0
2003,BEL,Belgium,EURO,50.8,4.4,HFRS,151,0,151,0.0017,107,41,0
2003,FRA,France,EURO,48.9,2.3,HFRS,131,0,131,0.0038,124,23,0
2003,HRV,Croatia,EURO,45.8,16.0,HFRS,60,3,57,0.0503,52,9,0
2003,SVN,Slovenia,EURO,46.1,14.5,HFRS,62,1,61,0.0167,46,13,0
2003,GRC,Greece,EURO,37.97,23.73,HFRS,19,0,19,0.0432,13,4,0
2003,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,8,0,8,0.0126,7,2,0
2004,ARG,Argentina,AMRO,-34.6,-58.4,HPS,111,35,76,0.3214,95,27,0
2004,CHL,Chile,AMRO,-33.4,-70.6,HPS,35,10,25,0.3059,26,8,0
2004,BRA,Brazil,AMRO,-15.8,-47.9,HPS,27,8,19,0.333,23,3,0
2004,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,13,4,9,0.3243,10,2,0
2004,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,18,4,14,0.2756,15,4,0
2004,URY,Uruguay,AMRO,-34.9,-56.2,HPS,3,0,3,0.3318,2,0,0
2004,PAN,Panama,AMRO,9.0,-79.5,HPS,23,8,15,0.3801,20,7,0
2004,USA,USA,AMRO,38.9,-77.0,HPS,24,8,16,0.368,20,6,0
2004,CAN,Canada,AMRO,45.4,-75.7,HPS,2,0,2,0.3645,1,0,0
2004,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,2,0,2,0.2193,1,0,0
2004,COL,Colombia,AMRO,4.7,-74.1,HPS,2,0,2,0.3727,1,0,0
2004,CHN,China,WPRO,39.9,116.4,HFRS,4412,94,4318,0.0215,3768,1489,0
2004,KOR,South Korea,WPRO,37.6,127.0,HFRS,528,8,520,0.0152,453,129,0
2004,JPN,Japan,WPRO,35.7,139.7,HFRS,15,0,15,0.0121,13,3,0
2004,TWN,Taiwan,WPRO,25.0,121.5,HFRS,14,0,14,0.0203,12,4,0
2004,RUS,Russia,EURO,55.8,37.6,HFRS,4397,167,4230,0.0381,3834,640,0
2004,FIN,Finland,EURO,60.2,24.9,HFRS,1160,4,1156,0.0038,831,245,0
2004,DEU,Germany,EURO,52.5,13.4,HFRS,759,2,757,0.0029,539,198,0
2004,SWE,Sweden,EURO,59.3,18.1,HFRS,353,1,352,0.0039,313,57,0
2004,BEL,Belgium,EURO,50.8,4.4,HFRS,148,0,148,0.001,104,24,0
2004,FRA,France,EURO,48.9,2.3,HFRS,90,0,90,0.0033,78,20,0
